Player,Opponent Team,Venue,Match ID,Avg Run,Strike Rate,Economy,Bowling Avg,Wickets per Match
IK Pathan,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",335995,10.0,142,6.75,9.0,3.0
B Lee,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",335995,1.0,33,9.0,36.0,1.0
DPMD Jayawardene,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",335995,15.0,100,16,65,0
Yuvraj Singh,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",335995,40.0,137,5.5,11.0,1.0
GD McGrath,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335995,10,70,7.75,31.0,1.0
VY Mahesh,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335995,6.0,120,5.75,23.0,1.0
R Bhatia,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335995,17.0,113,5.0,5.0,1.0
KD Karthik,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335995,24.0,171,16,65,0
MF Maharoof,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335995,18.0,150,10.333333333333334,65,0.0
KC Sangakkara,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",335995,4.0,200,16,65,0
TM Srivastava,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",335995,7.0,77,16,65,0
K Goel,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",335995,1.0,33,16,65,0
V Sehwag,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335995,6.0,85,16,65,0
Shoaib Malik,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335995,19.0,100,8.0,32.0,1.0
S Sreesanth,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",335995,10,70,13.0,65,0.0
Mohammad Asif,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335995,10,70,10.0,20.0,2.0
MK Tiwary,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335995,39.0,108,16,65,0
SM Katich,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",335995,75.0,136,16,65,0
VRV Singh,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",335995,10,70,7.25,9.666666666666666,3.0
G Gambhir,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335995,18.0,128,16,65,0
S Dhawan,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335995,0.0,0,16,65,0
MV Boucher,Chennai Super Kings,M Chinnaswamy Stadium,335996,4.0,66,16,65,0
P Kumar,Chennai Super Kings,M Chinnaswamy Stadium,335996,6.0,120,7.25,14.5,2.0
MS Gony,Royal Challengers Bangalore,M Chinnaswamy Stadium,335996,10,70,8.5,11.333333333333334,3.0
Z Khan,Chennai Super Kings,M Chinnaswamy Stadium,335996,8.0,133,9.75,13.0,3.0
B Akhil,Chennai Super Kings,M Chinnaswamy Stadium,335996,2.0,66,8.5,65,0.0
MS Dhoni,Royal Challengers Bangalore,M Chinnaswamy Stadium,335996,65.0,209,16,65,0
V Kohli,Chennai Super Kings,M Chinnaswamy Stadium,335996,12.0,171,16,65,0
MEK Hussey,Royal Challengers Bangalore,M Chinnaswamy Stadium,335996,47.0,127,16,65,0
W Jaffer,Chennai Super Kings,M Chinnaswamy Stadium,335996,50.0,138,16,65,0
JH Kallis,Chennai Super Kings,M Chinnaswamy Stadium,335996,14.0,140,9.0,65,0.0
R Dravid,Chennai Super Kings,M Chinnaswamy Stadium,335996,0.0,0,16,65,0
B Chipli,Chennai Super Kings,M Chinnaswamy Stadium,335996,8.0,66,16,65,0
JA Morkel,Royal Challengers Bangalore,M Chinnaswamy Stadium,335996,10,70,9.5,38.0,1.0
P Amarnath,Royal Challengers Bangalore,M Chinnaswamy Stadium,335996,10,70,9.5,19.0,2.0
Joginder Sharma,Royal Challengers Bangalore,M Chinnaswamy Stadium,335996,10,70,7.0,14.0,2.0
JDP Oram,Royal Challengers Bangalore,M Chinnaswamy Stadium,335996,10,70,6.75,13.5,2.0
DW Steyn,Chennai Super Kings,M Chinnaswamy Stadium,335996,1.0,50,10.0,65,0.0
LRPL Taylor,Chennai Super Kings,M Chinnaswamy Stadium,335996,53.0,147,16,65,0
PA Patel,Royal Challengers Bangalore,M Chinnaswamy Stadium,335996,21.0,123,16,65,0
ML Hayden,Royal Challengers Bangalore,M Chinnaswamy Stadium,335996,13.0,61,16,65,0
SK Raina,Royal Challengers Bangalore,M Chinnaswamy Stadium,335996,28.0,164,16,65,0
SC Ganguly,Mumbai Indians,Eden Gardens,335997,4.0,200,7.0,65,0.0
SM Pollock,Kolkata Knight Riders,Eden Gardens,335997,10,70,6.75,13.5,2.0
RV Uthappa,Kolkata Knight Riders,Eden Gardens,335997,37.0,94,16,65,0
AM Rahane,Kolkata Knight Riders,Eden Gardens,335997,4.0,33,16,65,0
CRD Fernando,Kolkata Knight Riders,Eden Gardens,335997,10,70,10.5,42.0,1.0
A Nehra,Kolkata Knight Riders,Eden Gardens,335997,10,70,9.0,65,0.0
MK Pandey,Kolkata Knight Riders,Eden Gardens,335997,0.0,0,16,65,0
Mohammad Hafeez,Mumbai Indians,Eden Gardens,335997,2.0,33,16.0,65,0.0
DJ Hussey,Mumbai Indians,Eden Gardens,335997,17.0,85,16,65,0
M Kartik,Mumbai Indians,Eden Gardens,335997,10.0,83,8.333333333333334,65,0.0
ST Jayasuriya,Kolkata Knight Riders,Eden Gardens,335997,18.0,180,3.5,3.5,4.0
AB Agarkar,Mumbai Indians,Eden Gardens,335997,2.0,28,5.75,23.0,1.0
AB Dinda,Mumbai Indians,Eden Gardens,335997,10,70,4.0,16.0,1.0
BB McCullum,Mumbai Indians,Eden Gardens,335997,1.0,50,16,65,0
DB Das,Mumbai Indians,Eden Gardens,335997,29.0,138,16,65,0
I Sharma,Mumbai Indians,Eden Gardens,335997,10,70,8.25,33.0,1.0
DJ Bravo,Kolkata Knight Riders,Eden Gardens,335997,64.0,120,6.25,25.0,1.0
RT Ponting,Mumbai Indians,Eden Gardens,335997,19.0,61,16,65,0
LR Shukla,Mumbai Indians,Eden Gardens,335997,40.0,166,11.0,65,0.0
DS Kulkarni,Kolkata Knight Riders,Eden Gardens,335997,10,70,6.666666666666667,65,0.0
DW Steyn,Delhi Daredevils,Feroz Shah Kotla,335998,10,70,7.25,14.5,2.0
LRPL Taylor,Delhi Daredevils,Feroz Shah Kotla,335998,29.0,193,16,65,0
VY Mahesh,Royal Challengers Bangalore,Feroz Shah Kotla,335998,10,70,7.25,65,0.0
GD McGrath,Royal Challengers Bangalore,Feroz Shah Kotla,335998,10,70,7.25,7.25,4.0
MV Boucher,Delhi Daredevils,Feroz Shah Kotla,335998,31.0,182,16,65,0
SB Joshi,Delhi Daredevils,Feroz Shah Kotla,335998,10,70,19.0,65,0.0
R Bhatia,Royal Challengers Bangalore,Feroz Shah Kotla,335998,8.0,160,14.0,65,0.0
P Kumar,Delhi Daredevils,Feroz Shah Kotla,335998,6.0,120,6.0,65,0.0
Z Khan,Delhi Daredevils,Feroz Shah Kotla,335998,10,70,11.0,44.0,1.0
KD Karthik,Royal Challengers Bangalore,Feroz Shah Kotla,335998,2.0,50,16,65,0
V Kohli,Delhi Daredevils,Feroz Shah Kotla,335998,1.0,100,11.0,65,0.0
R Vinay Kumar,Delhi Daredevils,Feroz Shah Kotla,335998,10,70,12.5,65,0.0
V Sehwag,Royal Challengers Bangalore,Feroz Shah Kotla,335998,24.0,184,15.5,65,0.0
Shoaib Malik,Royal Challengers Bangalore,Feroz Shah Kotla,335998,6.0,150,10.0,65,0.0
DL Vettori,Royal Challengers Bangalore,Feroz Shah Kotla,335998,10,70,4.75,19.0,1.0
W Jaffer,Delhi Daredevils,Feroz Shah Kotla,335998,10.0,111,16,65,0
Mohammad Asif,Royal Challengers Bangalore,Feroz Shah Kotla,335998,10,70,12.25,65,0.0
JH Kallis,Delhi Daredevils,Feroz Shah Kotla,335998,54.0,122,9.75,19.5,2.0
MK Tiwary,Royal Challengers Bangalore,Feroz Shah Kotla,335998,11.0,122,16,65,0
R Dravid,Delhi Daredevils,Feroz Shah Kotla,335998,38.0,126,16,65,0
S Dhawan,Royal Challengers Bangalore,Feroz Shah Kotla,335998,50.0,151,16,65,0
G Gambhir,Royal Challengers Bangalore,Feroz Shah Kotla,335998,86.0,159,16,65,0
RR Sarwan,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335999,15.0,100,16,65,0
D Kalyankrishna,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",335999,3.0,37,11.666666666666666,35.0,1.0
SE Marsh,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335999,84.0,133,16,65,0
KC Sangakkara,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335999,3.0,75,16,65,0
SB Bangar,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",335999,3.0,37,6.5,26.0,1.0
S Sreesanth,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335999,10,70,8.25,33.0,1.0
VRV Singh,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335999,10,70,8.75,65,0.0
Gagandeep Singh,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335999,10,70,9.25,37.0,1.0
DNT Zoysa,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",335999,1.0,50,8.25,33.0,1.0
AC Gilchrist,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",335999,6.0,100,16,65,0
PP Chawla,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335999,10,70,7.0,7.0,4.0
IK Pathan,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335999,10,70,7.75,15.5,2.0
VVS Laxman,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",335999,48.0,137,16,65,0
RP Singh,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",335999,2.0,100,9.0,65,0.0
Y Venugopal Rao,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",335999,1.0,50,9.0,65,0.0
HH Gibbs,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",335999,7.0,70,16,65,0
Shahid Afridi,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",335999,13.0,185,9.333333333333334,65,0.0
RG Sharma,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",335999,76.0,180,16,65,0
DPMD Jayawardene,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335999,45.0,180,16,65,0
Yuvraj Singh,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335999,14.0,140,16,65,0
MM Patel,Kolkata Knight Riders,Sawai Mansingh Stadium,336000,10,70,7.5,65,0.0
YK Pathan,Kolkata Knight Riders,Sawai Mansingh Stadium,336000,55.0,166,7.5,15.0,1.0
SA Asnodkar,Kolkata Knight Riders,Sawai Mansingh Stadium,336000,60.0,171,16,65,0
SR Watson,Kolkata Knight Riders,Sawai Mansingh Stadium,336000,0.0,0,5.75,11.5,2.0
Umar Gul,Rajasthan Royals,Sawai Mansingh Stadium,336000,2.0,100,9.0,9.0,4.0
M Kaif,Kolkata Knight Riders,Sawai Mansingh Stadium,336000,21.0,110,16,65,0
DJ Hussey,Rajasthan Royals,Sawai Mansingh Stadium,336000,42.0,131,13.0,65,0.0
BJ Hodge,Rajasthan Royals,Sawai Mansingh Stadium,336000,1.0,33,16,65,0
SK Warne,Kolkata Knight Riders,Sawai Mansingh Stadium,336000,7.0,87,10.0,20.0,1.0
AB Agarkar,Rajasthan Royals,Sawai Mansingh Stadium,336000,20.0,133,11.5,46.0,1.0
AB Dinda,Rajasthan Royals,Sawai Mansingh Stadium,336000,1.0,33,7.5,65,0.0
DB Das,Rajasthan Royals,Sawai Mansingh Stadium,336000,11.0,84,16,65,0
I Sharma,Rajasthan Royals,Sawai Mansingh Stadium,336000,1.0,100,7.0,28.0,1.0
GC Smith,Kolkata Knight Riders,Sawai Mansingh Stadium,336000,2.0,28,16,65,0
Salman Butt,Rajasthan Royals,Sawai Mansingh Stadium,336000,7.0,87,16,65,0
LR Shukla,Rajasthan Royals,Sawai Mansingh Stadium,336000,2.0,100,16.0,16.0,1.0
M Rawat,Kolkata Knight Riders,Sawai Mansingh Stadium,336000,1.0,100,16,65,0
Sohail Tanvir,Kolkata Knight Riders,Sawai Mansingh Stadium,336000,3.0,100,8.0,10.666666666666666,3.0
SK Trivedi,Kolkata Knight Riders,Sawai Mansingh Stadium,336000,10,70,7.75,10.333333333333334,3.0
WP Saha,Rajasthan Royals,Sawai Mansingh Stadium,336000,1.0,50,16,65,0
SC Ganguly,Rajasthan Royals,Sawai Mansingh Stadium,336000,51.0,124,14.0,65,0.0
RA Jadeja,Kolkata Knight Riders,Sawai Mansingh Stadium,336000,33.0,165,16,65,0
VY Mahesh,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",336001,10,70,7.75,31.0,1.0
GD McGrath,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",336001,10,70,5.25,21.0,1.0
SK Raina,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",336001,3.0,75,16,65,0
S Vidyut,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",336001,54.0,142,16,65,0
AB de Villiers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",336001,26.0,118,16,65,0
S Badrinath,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",336001,11.0,220,16,65,0
R Bhatia,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",336001,10,70,11.0,11.0,1.0
MS Gony,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",336001,10,70,9.75,39.0,1.0
M Ntini,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",336001,10,70,7.5,65,0.0
M Muralitharan,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",336001,10,70,6.75,65,0.0
MS Dhoni,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",336001,32.0,114,16,65,0
V Sehwag,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",336001,71.0,169,10.5,21.0,1.0
Shoaib Malik,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",336001,10,70,11.0,65,0.0
Mohammad Asif,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",336001,10,70,8.5,34.0,1.0
G Gambhir,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",336001,50.0,135,16,65,0
JA Morkel,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",336001,28.0,175,10.25,65,0.0
S Dhawan,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",336001,19.0,111,16,65,0
PJ Sangwan,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",336001,10,70,10.0,40.0,1.0
Joginder Sharma,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",336001,10,70,11.666666666666666,35.0,1.0
SP Fleming,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",336001,13.0,92,16,65,0
PA Patel,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",336001,21.0,100,16,65,0
LR Shukla,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",336003,7.0,70,16,65,0
SE Marsh,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",336003,40.0,125,16,65,0
KC Sangakkara,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",336003,28.0,121,16,65,0
SC Ganguly,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",336003,5.0,62,16,65,0
K Goel,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",336003,6.0,85,16,65,0
WP Saha,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",336003,59.0,184,16,65,0
S Sreesanth,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",336003,10,70,6.25,12.5,2.0
VRV Singh,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",336003,10,70,7.75,31.0,1.0
Gagandeep Singh,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",336003,10,70,10.75,43.0,1.0
PP Chawla,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",336003,21.0,300,16.0,65,0.0
JR Hopes,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",336003,18.0,150,11.666666666666666,65,0.0
Umar Gul,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",336003,10,70,7.25,14.5,2.0
IK Pathan,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",336003,24.0,85,4.75,9.5,2.0
DJ Hussey,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",336003,71.0,151,9.0,13.5,2.0
Mohammad Hafeez,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",336003,13.0,108,9.333333333333334,28.0,1.0
DPMD Jayawardene,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",336003,10.0,166,16,65,0
BJ Hodge,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",336003,1.0,33,16,65,0
AB Agarkar,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",336003,1.0,50,8.666666666666666,65,0.0
AB Dinda,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",336003,10,70,8.333333333333334,25.0,1.0
Yuvraj Singh,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",336003,17.0,170,16,65,0
DB Das,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",336003,5.0,62,16,65,0
I Sharma,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",336003,10,70,10.75,65,0.0
AS Yadav,Royal Challengers Bangalore,M Chinnaswamy Stadium,336034,3.0,75,16,65,0
Z Khan,Deccan Chargers,M Chinnaswamy Stadium,336034,10,70,6.25,12.5,2.0
P Kumar,Deccan Chargers,M Chinnaswamy Stadium,336034,8.0,200,6.0,8.0,3.0
V Kohli,Deccan Chargers,M Chinnaswamy Stadium,336034,38.0,122,16,65,0
SB Bangar,Royal Challengers Bangalore,M Chinnaswamy Stadium,336034,17.0,242,14.0,65,0.0
W Jaffer,Deccan Chargers,M Chinnaswamy Stadium,336034,44.0,118,16,65,0
A Kumble,Deccan Chargers,M Chinnaswamy Stadium,336034,10,70,11.75,65,0.0
JH Kallis,Deccan Chargers,M Chinnaswamy Stadium,336034,6.0,120,9.0,36.0,1.0
PP Ojha,Royal Challengers Bangalore,M Chinnaswamy Stadium,336034,10,70,7.25,14.5,2.0
R Dravid,Deccan Chargers,M Chinnaswamy Stadium,336034,26.0,136,16,65,0
AC Gilchrist,Royal Challengers Bangalore,M Chinnaswamy Stadium,336034,10.0,83,16,65,0
B Chipli,Deccan Chargers,M Chinnaswamy Stadium,336034,10.0,142,16,65,0
RP Singh,Royal Challengers Bangalore,M Chinnaswamy Stadium,336034,10,70,10.25,13.666666666666666,3.0
VVS Laxman,Royal Challengers Bangalore,M Chinnaswamy Stadium,336034,52.0,118,16,65,0
DW Steyn,Deccan Chargers,M Chinnaswamy Stadium,336034,10,70,5.25,65,0.0
Shahid Afridi,Royal Challengers Bangalore,M Chinnaswamy Stadium,336034,1.0,50,6.0,24.0,1.0
SB Styris,Royal Challengers Bangalore,M Chinnaswamy Stadium,336034,2.0,66,7.25,14.5,2.0
RG Sharma,Royal Challengers Bangalore,M Chinnaswamy Stadium,336034,57.0,132,16,65,0
HH Gibbs,Royal Challengers Bangalore,M Chinnaswamy Stadium,336034,5.0,71,16,65,0
DP Vijaykumar,Royal Challengers Bangalore,M Chinnaswamy Stadium,336034,10,70,6.333333333333333,65,0.0
Misbah-ul-Haq,Deccan Chargers,M Chinnaswamy Stadium,336034,3.0,60,16,65,0
MV Boucher,Deccan Chargers,M Chinnaswamy Stadium,336034,16.0,114,16,65,0
VY Mahesh,Mumbai Indians,Dr DY Patil Sports Academy,336004,3.0,60,9.25,12.333333333333334,3.0
GD McGrath,Mumbai Indians,Dr DY Patil Sports Academy,336004,0.0,0,6.75,65,0.0
DJ Bravo,Delhi Daredevils,Dr DY Patil Sports Academy,336004,2.0,50,9.666666666666666,29.0,1.0
SS Tiwary,Delhi Daredevils,Dr DY Patil Sports Academy,336004,9.0,90,16,65,0
AB de Villiers,Mumbai Indians,Dr DY Patil Sports Academy,336004,21.0,123,16,65,0
R Bhatia,Mumbai Indians,Dr DY Patil Sports Academy,336004,9.0,112,11.0,22.0,1.0
KD Karthik,Mumbai Indians,Dr DY Patil Sports Academy,336004,28.0,121,16,65,0
DJ Thornely,Delhi Daredevils,Dr DY Patil Sports Academy,336004,30.0,125,7.5,15.0,1.0
DS Kulkarni,Delhi Daredevils,Dr DY Patil Sports Academy,336004,10,70,6.0,6.0,3.0
V Sehwag,Mumbai Indians,Dr DY Patil Sports Academy,336004,40.0,200,2.0,2.0,1.0
Shoaib Malik,Mumbai Indians,Dr DY Patil Sports Academy,336004,24.0,109,6.0,6.0,1.0
SM Pollock,Delhi Daredevils,Dr DY Patil Sports Academy,336004,33.0,194,4.0,8.0,2.0
RV Uthappa,Delhi Daredevils,Dr DY Patil Sports Academy,336004,22.0,104,16,65,0
Mohammad Asif,Mumbai Indians,Dr DY Patil Sports Academy,336004,0.0,0,11.5,46.0,1.0
RR Raje,Delhi Daredevils,Dr DY Patil Sports Academy,336004,6.0,120,6.5,65,0.0
G Gambhir,Mumbai Indians,Dr DY Patil Sports Academy,336004,1.0,11,16,65,0
S Dhawan,Mumbai Indians,Dr DY Patil Sports Academy,336004,1.0,33,16,65,0
A Nehra,Delhi Daredevils,Dr DY Patil Sports Academy,336004,10,70,6.5,8.666666666666666,3.0
PJ Sangwan,Mumbai Indians,Dr DY Patil Sports Academy,336004,2.0,50,5.5,22.0,1.0
AM Nayar,Delhi Daredevils,Dr DY Patil Sports Academy,336004,2.0,33,16,65,0
YV Takawale,Delhi Daredevils,Dr DY Patil Sports Academy,336004,14.0,66,16,65,0
ST Jayasuriya,Delhi Daredevils,Dr DY Patil Sports Academy,336004,34.0,212,16.0,65,0.0
MM Patel,Chennai Super Kings,Sawai Mansingh Stadium,336005,10,70,4.0,8.0,2.0
YK Pathan,Chennai Super Kings,Sawai Mansingh Stadium,336005,8.0,133,4.5,65,0.0
SA Asnodkar,Chennai Super Kings,Sawai Mansingh Stadium,336005,32.0,103,16,65,0
JA Morkel,Rajasthan Royals,Sawai Mansingh Stadium,336005,42.0,127,14.0,65,0.0
SR Watson,Chennai Super Kings,Sawai Mansingh Stadium,336005,14.0,175,5.75,23.0,1.0
Joginder Sharma,Rajasthan Royals,Sawai Mansingh Stadium,336005,0.0,0,16,65,0
SP Fleming,Rajasthan Royals,Sawai Mansingh Stadium,336005,0.0,0,16,65,0
SK Warne,Chennai Super Kings,Sawai Mansingh Stadium,336005,10,70,9.666666666666666,29.0,1.0
PA Patel,Rajasthan Royals,Sawai Mansingh Stadium,336005,0.0,0,16,65,0
SK Raina,Rajasthan Royals,Sawai Mansingh Stadium,336005,27.0,100,5.0,65,0.0
GC Smith,Chennai Super Kings,Sawai Mansingh Stadium,336005,35.0,72,16,65,0
S Vidyut,Rajasthan Royals,Sawai Mansingh Stadium,336005,5.0,45,11.0,22.0,1.0
S Badrinath,Rajasthan Royals,Sawai Mansingh Stadium,336005,15.0,107,16,65,0
MS Gony,Rajasthan Royals,Sawai Mansingh Stadium,336005,1.0,25,8.666666666666666,65,0.0
Sohail Tanvir,Chennai Super Kings,Sawai Mansingh Stadium,336005,10,70,3.75,2.5,6.0
SK Trivedi,Chennai Super Kings,Sawai Mansingh Stadium,336005,10,70,8.5,65,0.0
M Ntini,Rajasthan Royals,Sawai Mansingh Stadium,336005,11.0,84,6.0,65,0.0
M Muralitharan,Rajasthan Royals,Sawai Mansingh Stadium,336005,0.0,0,5.0,20.0,1.0
MS Dhoni,Rajasthan Royals,Sawai Mansingh Stadium,336005,1.0,14,16,65,0
IK Pathan,Royal Challengers Bangalore,M Chinnaswamy Stadium,336006,17.0,94,3.25,4.333333333333333,3.0
DT Patil,Kings XI Punjab,M Chinnaswamy Stadium,336006,4.0,400,16,65,0
DW Steyn,Kings XI Punjab,M Chinnaswamy Stadium,336006,1.0,33,5.0,65,0.0
CL White,Kings XI Punjab,M Chinnaswamy Stadium,336006,0.0,0,16,65,0
DPMD Jayawardene,Royal Challengers Bangalore,M Chinnaswamy Stadium,336006,17.0,73,16,65,0
Yuvraj Singh,Royal Challengers Bangalore,M Chinnaswamy Stadium,336006,1.0,25,16,65,0
RR Sarwan,Royal Challengers Bangalore,M Chinnaswamy Stadium,336006,31.0,96,16,65,0
Misbah-ul-Haq,Kings XI Punjab,M Chinnaswamy Stadium,336006,8.0,100,16,65,0
P Kumar,Kings XI Punjab,M Chinnaswamy Stadium,336006,0.0,0,5.5,11.0,2.0
Z Khan,Kings XI Punjab,M Chinnaswamy Stadium,336006,0.0,0,7.5,15.0,2.0
V Kohli,Kings XI Punjab,M Chinnaswamy Stadium,336006,34.0,87,16,65,0
SE Marsh,Royal Challengers Bangalore,M Chinnaswamy Stadium,336006,39.0,111,16,65,0
W Jaffer,Kings XI Punjab,M Chinnaswamy Stadium,336006,0.0,0,16,65,0
A Kumble,Kings XI Punjab,M Chinnaswamy Stadium,336006,3.0,42,9.0,65,0.0
S Sreesanth,Royal Challengers Bangalore,M Chinnaswamy Stadium,336006,10,70,4.0,8.0,2.0
JH Kallis,Kings XI Punjab,M Chinnaswamy Stadium,336006,0.0,0,6.333333333333333,65,0.0
VRV Singh,Royal Challengers Bangalore,M Chinnaswamy Stadium,336006,10,70,8.25,16.5,2.0
R Dravid,Kings XI Punjab,M Chinnaswamy Stadium,336006,66.0,129,16,65,0
Gagandeep Singh,Royal Challengers Bangalore,M Chinnaswamy Stadium,336006,10,70,9.333333333333334,65,0.0
PP Chawla,Royal Challengers Bangalore,M Chinnaswamy Stadium,336006,10,70,6.25,8.333333333333334,3.0
JR Hopes,Royal Challengers Bangalore,M Chinnaswamy Stadium,336006,5.0,100,11.0,65,0.0
PP Ojha,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",336007,10,70,5.5,22.0,1.0
